name,features,cuisines,meals,special meals,official_description,rating,street,country,region,coords,image
Fishtail,"Takeout, Reservations, Seating, Street Parking, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Accepts Discover, Full Bar, Accepts Credit Cards, Table Service, ","Nepali, Indian, ","Lunch, Dinner, ","Vegetarian Friendly, Vegan Options, Gluten Free Options, ","Among the numerous restaurants in this state, the Fishtail Tandoori Restaurants are entirely unique in authentic cuisine of ancient India, Land of Kings, and once ruled by the famous Mughal Emperors. Traditionally, The various dishes were cooked with a subtle blend of spices, aromatic ",4.5,Avenida Oscar Monteiro Torres 54 B,Portugal,Central Portugal,"{'latitude': '38.743465', 'longitude': '-9.140838'}",https://media-cdn.tripadvisor.com/media/photo-o/08/d9/52/1b/fishtail.jpg
Coreto de Carnide,"Reservations, Seating, Table Service, ","Portuguese, European, Grill, ","Lunch, Dinner, ",,,3.5,Rua Neves Costa No. 57,Portugal,Central Portugal,"{'latitude': '38.76018', 'longitude': '-9.189474'}",https://media-cdn.tripadvisor.com/media/photo-o/06/72/12/61/the-end-of-a-picanha.jpg
Marques de Palma,"Takeout, Reservations, Seating, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, ","Seafood, Mediterranean, European, Portuguese, ","Lunch, Dinner, ",,,4.0,Rua Jose Afonso 4 B,Portugal,Central Portugal,"{'latitude': '38.747086', 'longitude': '-9.170295'}",https://media-cdn.tripadvisor.com/media/photo-o/13/5b/47/39/interior.jpg
Os Arcos de Campolide,"Seating, Table Service, ","Portuguese, European, ","Dinner, Lunch, ",,,3.5,Rua de Campolide,Portugal,Central Portugal,"{'latitude': '38.74053', 'longitude': '-9.16791'}",
O Lavrador,"Takeout, Reservations, Seating, Television, Wheelchair Accessible, Serves Alcohol, Free Wifi, Table Service, ","Mediterranean, European, Portuguese, ","Lunch, Dinner, Late Night, ",,,4.0,Calcada da Estrela 193,Portugal,Central Portugal,"{'latitude': '38.71303', 'longitude': '-9.158417'}",https://media-cdn.tripadvisor.com/media/photo-o/15/1f/f9/43/o-lavrador.jpg
Food Guru,,"European, Portuguese, ",,,,4.5,Rua Professor Bento de Jesus Caraca 71 1600.661 Telheiras,Portugal,Central Portugal,"{'latitude': '38.76496', 'longitude': '-9.17067'}",https://media-cdn.tripadvisor.com/media/photo-o/11/e4/47/a4/food-guru.jpg
Sal e Brasas,"Full Bar, Accepts Visa, Reservations, Seating, Street Parking, Television, Serves Alcohol, Wine and Beer, Accepts American Express, Accepts Mastercard, Digital Payments, Free Wifi, Table Service, Highchairs Available, Wheelchair Accessible, ","Steakhouse, European, Grill, Portuguese, Barbecue, ","Lunch, Dinner, ",,,4.0,"Rua de Campolide 372 Próximo de Sete Rios, Edifício Bloom",Portugal,Central Portugal,"{'latitude': '38.73721', 'longitude': '-9.167717'}",https://media-cdn.tripadvisor.com/media/photo-o/1a/a6/ad/71/lulas-a-lagareiro.jpg
Pastelaria Nilo,"Wheelchair Accessible, Table Service, ","Portuguese, European, Diner, ","Breakfast, Brunch, ",,,3.5,Estrada de Benfica 715 B,Portugal,Central Portugal,"{'latitude': '38.7505', 'longitude': '-9.20179'}",https://media-cdn.tripadvisor.com/media/photo-o/0f/15/2e/c5/um-lugar-castico-e-de.jpg
O Arco,"Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Free Wifi, Table Service, Cash Only, ","Seafood, Mediterranean, European, Portuguese, ","Lunch, Dinner, Late Night, ","Vegetarian Friendly, Gluten Free Options, ",,4.5,"Rua dos Sapateiros 161 163 Rua Sapateiros 161,163",Portugal,Central Portugal,"{'latitude': '38.711895', 'longitude': '-9.138568'}",https://media-cdn.tripadvisor.com/media/photo-o/10/7e/c0/31/cataplana-di-pesce-e.jpg
Beatus,"Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Table Service, Full Bar, ","European, Portuguese, Wine Bar, Brew Pub, ","Lunch, Dinner, ",,,3.5,Rua Acacio Barreiro 3,Portugal,Central Portugal,"{'latitude': '38.738003', 'longitude': '-9.103116'}",https://media-cdn.tripadvisor.com/media/photo-o/0b/e4/8e/46/beatus.jpg
Pastelaria Duque,,"Cafe, Contemporary, Diner, ",,,,4.0,Rua Luciano Cordeiro N. 104-B,Portugal,Central Portugal,"{'latitude': '38.727337', 'longitude': '-9.146092'}",https://media-cdn.tripadvisor.com/media/photo-o/12/f3/3d/df/pastelaria-e-restaurante.jpg
Chafariz do Vinho - Enoteca,"Wheelchair Accessible, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Seating, Street Parking, Serves Alcohol, Wine and Beer, Accepts Credit Cards, Table Service, ","European, Portuguese, Wine Bar, ","Dinner, Drinks, ","Vegetarian Friendly, ","Winebar and Wine Shop, more than 150 Portuguese wines by glass, excellent collection of old wines, XIX and XX century Ports and Madeira wines. Great selection of Portuguese cheeses and fine charcuterie. Opens tuesday-saturday 18h-01h.",4.5,Rua da Mae d'Agua Praça da Alegria,Portugal,Central Portugal,"{'latitude': '38.711945', 'longitude': '-9.132858'}",https://media-cdn.tripadvisor.com/media/photo-o/0e/9d/5c/0a/photo3jpg.jpg
Padaria Low-cost Picoas,,"Cafe, Portuguese, European, ","Breakfast, Lunch, ",,,4.0,Rua Sousa Martins 14 B,Portugal,Central Portugal,"{'latitude': '38.72909', 'longitude': '-9.14599'}",
Cusca Cafe,"Full Bar, Wine and Beer, Digital Payments, Free Wifi, Accepts Credit Cards, Table Service, Takeout, Seating, Serves Alcohol, ","Cafe, Contemporary, Healthy, European, Portuguese, Soups, ","Breakfast, Lunch, Drinks, Brunch, ","Vegetarian Friendly, ",,5.0,Rua de O Seculo 170,Portugal,Central Portugal,"{'latitude': '38.715073', 'longitude': '-9.14762'}",https://media-cdn.tripadvisor.com/media/photo-o/19/7c/f5/c0/photo2jpg.jpg
Taverna Imperial,"Takeout, Outdoor Seating, Seating, Television, Wheelchair Accessible, Serves Alcohol, Table Service, ","Mediterranean, European, Portuguese, ","Lunch, Dinner, Late Night, ",,,3.5,Praca dos Restauradores 16,Portugal,Central Portugal,"{'latitude': '38.715275', 'longitude': '-9.141503'}",https://media-cdn.tripadvisor.com/media/photo-o/0e/95/f0/38/bacalhau-gomes-de-sa.jpg
Armazem Do Caffe'saldanha,,,"Breakfast, Lunch, Dinner, ",,,4.5,"Rua Pinheiro Chagas n 23 Saldanha, Avenidas novas",Portugal,Central Portugal,"{'latitude': '38.73345', 'longitude': '-9.14856'}",https://media-cdn.tripadvisor.com/media/photo-o/0e/2e/8a/97/armazem-do-caffe-saldanha.jpg
21 Graus Gastrobar,,,,,,5.0,Avenida Joao XXI 60 A B,Portugal,Central Portugal,"{'latitude': '38.7425', 'longitude': '-9.140771'}",https://media-cdn.tripadvisor.com/media/photo-o/0e/25/3e/43/maranho-di-julia.jpg
Flor Comercial,,,,,,3.5,Rua Gomes Freire n. 54,Portugal,Central Portugal,"{'latitude': '38.724094', 'longitude': '-9.139763'}",
Restaurante Carla,"Table Service, Reservations, Seating, ","Portuguese, European, ","Lunch, Dinner, Breakfast, ",,,4.5,Circular Norte Numero 13,Portugal,Central Portugal,"{'latitude': '38.776356', 'longitude': '-9.119132'}",https://media-cdn.tripadvisor.com/media/photo-o/1a/5e/70/1d/pernil.jpg
Fidalgo,"Reservations, Outdoor Seating, Seating, Serves Alcohol, Table Service, ","Mediterranean, European, Portuguese, ","Lunch, Dinner, Late Night, ",,,4.0,"Rua da Barroca 27, Bairro Alto, 1200",Portugal,Central Portugal,"{'latitude': '38.711388', 'longitude': '-9.144458'}",https://media-cdn.tripadvisor.com/media/photo-o/18/ad/d9/c4/photo0jpg.jpg
Sol e Pesca,"Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Table Service, ","Seafood, Mediterranean, European, Portuguese, ","Lunch, Dinner, Late Night, Drinks, ","Gluten Free Options, ","Once the sun goes down, one street that you can count on to have a crowd and plenty of drinks in Lisbon is the aptly named Pink Street located in Cais do Sodre and around the corner from the historic Mercado da Ribeira. Decades ago, it was Lisbon",4.0,Rua Nova do Carvalho 44 Bairro Alto,Portugal,Central Portugal,"{'latitude': '38.707253', 'longitude': '-9.143778'}",https://media-cdn.tripadvisor.com/media/photo-o/04/00/2e/8b/sol-e-pesca.jpg
Sushiria - Actividades de Restauracao - CLOSED,"Takeout, Reservations, Seating, Digital Payments, Accepts Credit Cards, ","Japanese, Sushi, ","Lunch, Dinner, ",,,0.0,Rua da Cozinha Economica No 36 E Loja B,Portugal,Central Portugal,"{'latitude': '', 'longitude': ''}",https://media-cdn.tripadvisor.com/media/photo-o/11/e1/68/8f/sushiria.jpg
McDonald's,,"Fast Food, ",,,,4.0,Avenida da Republica 10-F Saldanha,Portugal,Central Portugal,"{'latitude': '38.73548', 'longitude': '-9.14489'}",https://media-cdn.tripadvisor.com/media/photo-o/19/c6/e2/6e/photo0jpg.jpg
Burger Chips Belgium,,"Fast Food, ",,,,4.0,"Rua da prata, 242",Portugal,Central Portugal,"{'latitude': '38.71267', 'longitude': '-9.1375'}",https://media-cdn.tripadvisor.com/media/photo-o/0e/63/64/e0/restaurant.jpg
Retiro do Gil,"Reservations, ","European, Portuguese, Grill, ","Breakfast, Lunch, Dinner, ",,,4.0,Rua Alexander Fleming 9C,Portugal,Central Portugal,"{'latitude': '38.75531', 'longitude': '-9.17228'}",https://media-cdn.tripadvisor.com/media/photo-o/08/d0/9e/9e/esplanada.jpg
Jasmim da Mouraria,"Outdoor Seating, Seating, Serves Alcohol, Table Service, ","Wine Bar, Mediterranean, Portuguese, ","Lunch, Dinner, ","Vegetarian Friendly, ",Located in a beautiful quite square we serve Portuguese tapas and good wine in the most authentic Lisboa neighborhood - Mouraria.,4.5,Rua Joao do Outeiro 54,Portugal,Central Portugal,"{'latitude': '38.715794', 'longitude': '-9.134523'}",https://media-cdn.tripadvisor.com/media/photo-o/13/55/8e/69/the-outside-patio.jpg
Sabores de Goa,"Takeout, Reservations, Seating, Serves Alcohol, Table Service, ","Indian, ","Lunch, Dinner, ","Vegetarian Friendly, ",,4.0,Rua Zaire 17B,Portugal,Central Portugal,"{'latitude': '38.727287', 'longitude': '-9.133877'}",https://media-cdn.tripadvisor.com/media/photo-o/15/55/da/73/img-20181107-120541230.jpg
Casa Nepalesa,"Takeout, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, ","Indian, Asian, Healthy, Nepali, ","Lunch, Dinner, ","Vegetarian Friendly, Vegan Options, Gluten Free Options, ",,4.5,Avenida Elias Garcia 172A,Portugal,Central Portugal,"{'latitude': '38.738556', 'longitude': '-9.151399'}",
A Valenciana,"Takeout, Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, ","Mediterranean, Barbecue, European, Portuguese, ","Lunch, Dinner, ",,,4.0,Rua Marques da Fronteira 157,Portugal,Central Portugal,"{'latitude': '38.72766', 'longitude': '-9.161885'}",https://media-cdn.tripadvisor.com/media/photo-o/0b/d5/1c/c3/20160703-122920-largejpg.jpg
Dote Barata Salgueiro,"Takeout, Reservations, Seating, Street Parking, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Outdoor Seating, Full Bar, Accepts Credit Cards, Table Service, ","Bar, Mediterranean, Portuguese, ","Lunch, Dinner, Late Night, ","Vegetarian Friendly, Vegan Options, Gluten Free Options, ",aFA1X196Tlg,4.0,Rua Barata Salgueiro 37A,Portugal,Central Portugal,"{'latitude': '38.721264', 'longitude': '-9.148668'}",https://media-cdn.tripadvisor.com/media/photo-o/14/f7/20/df/photo0jpg.jpg
Spleen,"Reservations, Seating, Table Service, ","Cafe, European, Portuguese, ","Lunch, ",,Breakfast ,3.0,Rua Serpa Pinto 4,Portugal,Central Portugal,"{'latitude': '38.70879', 'longitude': '-9.141368'}",https://media-cdn.tripadvisor.com/media/photo-o/11/5d/09/c0/photo0jpg.jpg
A Chilena,"Seating, Table Service, Wheelchair Accessible, ","Portuguese, European, ","Lunch, Dinner, ",,,4.0,"Largo Do Rato, 12a-B",Portugal,Central Portugal,"{'latitude': '38.71979', 'longitude': '-9.15504'}",https://media-cdn.tripadvisor.com/media/photo-o/19/b9/90/de/a-chilena.jpg
A Casinha dos Doces,,,,,,3.0,Avenida General Rocadas 70 C,Portugal,Central Portugal,"{'latitude': '38.73001', 'longitude': '-9.12782'}",
Cafetaria do Museu de Artes Decorativas - FRESS,,,"Lunch, ",,,0.0,,Portugal,Central Portugal,"{'latitude': '', 'longitude': ''}",https://media-cdn.tripadvisor.com/media/photo-o/19/e0/c5/60/musealogos-dialogo-entre.jpg
nova arcadia,"Reservations, Seating, Table Service, ","Portuguese, European, ","Dinner, Lunch, ",,,4.5,Rua Antonio Pereira Carrilho 23-B,Portugal,Central Portugal,"{'latitude': '38.73416', 'longitude': '-9.13628'}",https://media-cdn.tripadvisor.com/media/photo-o/19/df/f6/45/atum-a-bras-de-comer.jpg
Os Mimos do Churrasco,,"European, Portuguese, ","Breakfast, Lunch, Dinner, ",,,4.0,Largo Honorio Barreto,Portugal,Central Portugal,"{'latitude': '38.73783', 'longitude': '-9.1256'}",https://media-cdn.tripadvisor.com/media/photo-o/1c/81/87/de/os-mimos-do-churrasco.jpg
Restaurante Tanite,"Seating, Serves Alcohol, Table Service, Takeout, Reservations, ","Portuguese, European, ","Lunch, Dinner, Breakfast, ",,,4.0,Largo das Fontainhas 15,Portugal,Central Portugal,"{'latitude': '38.70466', 'longitude': '-9.176597'}",https://media-cdn.tripadvisor.com/media/photo-o/05/ee/a6/aa/francesinha.jpg
Farggi,"Seating, Table Service, ",,,,,3.0,R. Augusta 286,Portugal,Central Portugal,"{'latitude': '38.71298', 'longitude': '-9.13849'}",https://media-cdn.tripadvisor.com/media/photo-o/15/dc/40/e9/photo0jpg.jpg
Granier paes artesanais,"Takeout, Seating, ","Cafe, European, Portuguese, ","Breakfast, Brunch, ",,,4.0,Rua Aurea 202 Baixa,Portugal,Central Portugal,"{'latitude': '38.742023', 'longitude': '-9.148794'}",https://media-cdn.tripadvisor.com/media/photo-o/14/7f/ae/c0/photo0jpg.jpg
Champagneria Real,,"Fusion, ","Dinner, ",,,4.0,Calcada do Marques de Abrantes 40A,Portugal,Central Portugal,"{'latitude': '38.70827', 'longitude': '-9.15347'}",https://media-cdn.tripadvisor.com/media/photo-o/04/66/2d/e2/gin-tonico.jpg
Restaurante Esperanca Bairro,"Reservations, Outdoor Seating, Seating, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, ","Italian, Pizza, Mediterranean, European, ","Lunch, Dinner, Late Night, ","Vegetarian Friendly, Vegan Options, Gluten Free Options, ",,4.0,Rua do Norte 95,Portugal,Central Portugal,"{'latitude': '38.71236', 'longitude': '-9.143775'}",https://media-cdn.tripadvisor.com/media/photo-o/0c/c4/94/d6/black-and-white-interior.jpg
Chimarrao,"Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Table Service, ","Brazilian, Steakhouse, Barbecue, ",,,,3.5,Praca do Chile,Portugal,Central Portugal,"{'latitude': '38.73373', 'longitude': '-9.13397'}",https://media-cdn.tripadvisor.com/media/photo-o/0b/50/a9/db/l-esterno-del-locale.jpg
THE OLD HOUSE,"Takeout, Reservations, Outdoor Seating, Seating, Street Parking, Validated Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Digital Payments, Cash Only, Free Wifi, Private Dining, Accepts Credit Cards, Table Service, ","Chinese, Asian, ","Lunch, Dinner, ","Vegetarian Friendly, Vegan Options, Gluten Free Options, ",S2V4X181RDI,4.5,Rua da Pimenta 9 Zona Ribeirinha Norte - Parque Das Nacoes,Portugal,Central Portugal,"{'latitude': '38.77022', 'longitude': '-9.092377'}",https://media-cdn.tripadvisor.com/media/photo-o/17/2d/64/fc/sala.jpg
Pastelaria Lido,"Delivery, Takeout, Reservations, Seating, Wheelchair Accessible, Free Wifi, Table Service, ","Portuguese, European, ","Breakfast, Brunch, Lunch, Dinner, ",,,5.0,Rua Morais Soares 129 33,Portugal,Central Portugal,"{'latitude': '38.73318', 'longitude': '-9.132672'}",https://media-cdn.tripadvisor.com/media/photo-o/0a/d5/c7/a7/pastelaria-lido.jpg
Charlot Tiptop,,"European, Portuguese, ",,,,4.5,Rua das Escolas Gerais 57,Portugal,Central Portugal,"{'latitude': '38.71277', 'longitude': '-9.12907'}",
Vincenzo's,"Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Table Service, Reservations, ","Italian, Mediterranean, European, ","Lunch, Dinner, ","Vegetarian Friendly, ",,3.0,Rua da Assuncao 45 Corner Rua dos Correeiros - behotelisboa,Portugal,Central Portugal,"{'latitude': '38.711777', 'longitude': '-9.137624'}",https://media-cdn.tripadvisor.com/media/photo-o/13/43/4c/36/ta-img-20180612-152604.jpg
New Himalaia Restaurante,"Delivery, Takeout, Reservations, Seating, Television, Highchairs Available, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Street Parking, Wine and Beer, Digital Payments, Jazz Bar, Family style, Non-smoking restaurants, ","Indian, Healthy, Nepali, ","Lunch, Dinner, Late Night, ","Vegan Options, Vegetarian Friendly, ","Indian food is lauded for its curries, mouth-burning spices and complex flavor pairings. With its use of cardamom, cayenne, tamarind and other pungent ingredients, the resulting taste combinations are unlike anything found elsewhere around the world.",5.0,Rua de Sao Jose 105,Portugal,Central Portugal,"{'latitude': '38.719273', 'longitude': '-9.143333'}",https://media-cdn.tripadvisor.com/media/photo-o/1b/a6/8f/93/joy-and-happiness-at.jpg
You Cake It,"Takeout, Private Dining, Seating, Street Parking, Free Wifi, Table Service, Family style, ",,"Lunch, Brunch, ",,"You Cake presents an absolutely delicious brunch and the best cakes. In partnership with Palate by Chef Eunice Silveira, You Cake It has developed a special menu to create new experiences for those visiting this space already recognized by Cake Design. Now you can also have lunch during the week or enjoy brunch with friends on the weekend. You Cake It also receives its special occasions. Whether it's a birthday, bachelorette party or baby shower, you can celebrate in this space and offer your guests a delicious experience.",4.5,Rua Pinheiro Chagas,Portugal,Central Portugal,"{'latitude': '38.733513', 'longitude': '-9.148423'}",https://media-cdn.tripadvisor.com/media/photo-o/19/71/36/7f/brunch.jpg
Paralelo 45,"Reservations, Outdoor Seating, Private Dining, Seating, Highchairs Available, Serves Alcohol, Full Bar, Wine and Beer, Accepts Credit Cards, Table Service, Free Wifi, ","French, International, Mediterranean, European, Portuguese, ","Lunch, Dinner, Drinks, ","Vegetarian Friendly, Vegan Options, Gluten Free Options, ",NzJQX19KWmY,4.5,Rua Castilho 27B,Portugal,Central Portugal,"{'latitude': '38.72239', 'longitude': '-9.151229'}",https://media-cdn.tripadvisor.com/media/photo-o/15/9e/e3/6c/main-room.jpg
O Asiatico - CLOSED,"Seating, Serves Alcohol, Full Bar, Wine and Beer, ","Japanese, Central Asian, International, Contemporary, ","Dinner, Late Night, ",,COMUNICADO,0.0,Rua da Rosa 317,Portugal,Central Portugal,"{'latitude': '38.715565', 'longitude': '-9.146221'}",https://media-cdn.tripadvisor.com/media/photo-o/1a/4e/c6/3d/ambiente.jpg
Restaurante SiHai,,"Chinese, Sushi, ","Lunch, Dinner, ",,,5.0,Alameda Padre Alvaro Proenca n 6a,Portugal,Central Portugal,"{'latitude': '38.749237', 'longitude': '-9.201435'}",https://media-cdn.tripadvisor.com/media/photo-o/08/70/4b/f6/restaurante-sihai.jpg
Restaurantes Chines Nuvem Mar,"Table Service, Reservations, Seating, ","Chinese, ","Lunch, Dinner, ",,,3.5,Rua Alexandre Herculano 7C,Portugal,Central Portugal,"{'latitude': '38.72397', 'longitude': '-9.1468'}",
Cafe Alegria,"Seating, ","Bar, ",,,,4.0,Praca da Alegria 40-A,Portugal,Central Portugal,"{'latitude': '38.71807', 'longitude': '-9.14584'}",
La Creperie Das Amoreiras,"Wheelchair Accessible, Takeout, Seating, Table Service, ","French, ","Lunch, Dinner, ","Vegetarian Friendly, ",,3.5,"Avenida Engenheiro Duarte Pacheco Amoreiras Shopping Center Loja 1030, 1st Floor",Portugal,Central Portugal,"{'latitude': '38.722977', 'longitude': '-9.162793'}",https://media-cdn.tripadvisor.com/media/photo-o/0b/1b/5c/47/vista-general.jpg
O Bitoque da Mouraria,,,,,,3.5,"Rua das Olarias, 46, Lisboa",Portugal,Central Portugal,"{'latitude': '38.71769', 'longitude': '-9.13341'}",https://media-cdn.tripadvisor.com/media/photo-o/0f/60/83/76/outdoor-grill-at-bitoque.jpg
Arena Cafe,,,,,,4.0,Rua Chaby Pinheiro 2,Portugal,Central Portugal,"{'latitude': '38.74366', 'longitude': '-9.14578'}",
Origem,"Outdoor Seating, Seating, ","Portuguese, European, Healthy, ","Lunch, ","Vegetarian Friendly, ","Origem is a healthy restaurant in Lisbon. It is a boutique self-service, with a cosy atmosphere that combines modern architecture with natural materials. Located in the heart of the city with a pleasant outdoor seating. High quality healthy homemade food at reasonable prices.",4.0,Rua D. Joao V nr. 24 0.02 Espaço Amoreiras,Portugal,Central Portugal,"{'latitude': '38.7206', 'longitude': '-9.1595'}",https://media-cdn.tripadvisor.com/media/photo-o/03/cd/01/d9/origem.jpg
Holy Ice Cream,,"International, European, Portuguese, ","Breakfast, Lunch, Brunch, Drinks, ",,Holy Ice Cream shop is at the heart of Mouraria neighbourhood right at Lisbon city centre between Martim Moniz and the S,5.0,Calcada de Santo Andre 78,Portugal,Central Portugal,"{'latitude': '38.71584', 'longitude': '-9.13246'}",https://media-cdn.tripadvisor.com/media/photo-o/14/e7/f6/a0/holy-macarons.jpg
A Venda Lusitana,"Reservations, Serves Alcohol, Wine and Beer, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Seating, Accepts Credit Cards, Table Service, ","Mediterranean, Portuguese, Healthy, ","Dinner, Drinks, ","Gluten Free Options, ",Lisbon is an incredible Portuguese city to explore,4.5,Rua do Telhal 75,Portugal,Central Portugal,"{'latitude': '38.719887', 'longitude': '-9.142052'}",https://media-cdn.tripadvisor.com/media/photo-o/13/ac/e6/eb/a-venda-lusitana.jpg
Cafe Esplanada Do Miradouro Do Monte Agudo,"Street Parking, Serves Alcohol, Full Bar, Wine and Beer, Cash Only, Free Wifi, Outdoor Seating, Wheelchair Accessible, ",,"Lunch, Dinner, ",,,4.5,Rua Heliodoro Salgado Penha de França,Portugal,Central Portugal,"{'latitude': '38.72583', 'longitude': '-9.130646'}",https://media-cdn.tripadvisor.com/media/photo-o/0f/c0/c6/57/vista-aerea.jpg
madpizza Amoreiras,"Delivery, Takeout, Reservations, Seating, Serves Alcohol, Free Wifi, Accepts Credit Cards, Wheelchair Accessible, Table Service, ","Italian, Pizza, Healthy, Mediterranean, European, ","Lunch, Dinner, Drinks, ",,,4.5,"Rua Silva Carvalho, 321 Loja 3 Edificio Amoreiras Plaza",Portugal,Central Portugal,"{'latitude': '38.722485', 'longitude': '-9.160705'}",https://media-cdn.tripadvisor.com/media/photo-o/12/19/ce/61/wild-and-pretty-green.jpg
